combinacao;soma
[15 CV] - Cartão Vermelho x [6 DS] - Desarme;3.1580874301579813
[14 I] - Impedimento x [8 DD] - Defesa Difícil;3.194054720196381
[15 CV] - Cartão Vermelho x [3 PI] - Passe Incompleto;3.2432524069219193
[13 A] - Assistência x [0 FF] - Finalização para Fora;3.4424336304271637
[9 GS] - Gol Sofrido x [4 CA] - Cartão Amarelo;3.540476324634786
[9 GS] - Gol Sofrido x [0 FF] - Finalização para Fora;3.769365612202333
[15 CV] - Cartão Vermelho x [8 DD] - Defesa Difícil;4.200238354576466
[14 I] - Impedimento x [9 GS] - Gol Sofrido;4.267446151267956
[14 I] - Impedimento x [2 G] - Gol;4.272917975882878
[14 I] - Impedimento x [4 CA] - Cartão Amarelo;4.828742632264414
[15 CV] - Cartão Vermelho x [9 GS] - Gol Sofrido;5.109566381455334
[12 SG] - Saldo de Gols (sem sofrer gol) x [10 FD] - Finalização Defendida;5.242922106455743
[10 FD] - Finalização Defendida x [0 FF] - Finalização para Fora;5.261740525876091
[14 I] - Impedimento x [12 SG] - Saldo de Gols (sem sofrer gol);5.477918270828761
[15 CV] - Cartão Vermelho x [4 CA] - Cartão Amarelo;6.4120107846354735
[15 CV] - Cartão Vermelho x [12 SG] - Saldo de Gols (sem sofrer gol);6.415342777989159
[15 CV] - Cartão Vermelho x [2 G] - Gol;6.606940152832347
[13 A] - Assistência x [10 FD] - Finalização Defendida;6.766028227994356
[14 I] - Impedimento x [0 FF] - Finalização para Fora;8.239000614106734
[14 I] - Impedimento x [13 A] - Assistência;10.181637948771614
[15 CV] - Cartão Vermelho x [13 A] - Assistência;10.564785732431945
[14 I] - Impedimento x [10 FD] - Finalização Defendida;11.197832782749805
[15 CV] - Cartão Vermelho x [14 I] - Impedimento;12.876041612494248
[15 CV] - Cartão Vermelho x [10 FD] - Finalização Defendida;13.90237872018483
[15 CV] - Cartão Vermelho x [0 FF] - Finalização para Fora;14.880946177618412
