combinacao;soma
[14 I] - Impedimento x [2 G] - Gol;3.7393259488126804
[12 SG] - Saldo de Gols (sem sofrer gol) x [0 FF] - Finalização para Fora;3.7648346138931097
[13 A] - Assistência x [7 FT] - Finalização na Trave;4.112898139312391
[14 I] - Impedimento x [8 DD] - Defesa Difícil;4.1349493287671075
[8 DD] - Defesa Difícil x [7 FT] - Finalização na Trave;4.234158145523623
[12 SG] - Saldo de Gols (sem sofrer gol) x [10 FD] - Finalização Defendida;4.4271048665608435
[15 CV] - Cartão Vermelho x [2 G] - Gol;5.004460549151684
[15 CV] - Cartão Vermelho x [6 DS] - Desarme;5.205186046725039
[14 I] - Impedimento x [7 FT] - Finalização na Trave;6.187049495970141
[14 I] - Impedimento x [9 GS] - Gol Sofrido;6.487001485943609
[10 FD] - Finalização Defendida x [0 FF] - Finalização para Fora;6.58939276693924
[15 CV] - Cartão Vermelho x [7 FT] - Finalização na Trave;6.680277446711114
[13 A] - Assistência x [12 SG] - Saldo de Gols (sem sofrer gol);7.2536741776557125
[13 A] - Assistência x [10 FD] - Finalização Defendida;7.696044850095358
[15 CV] - Cartão Vermelho x [12 SG] - Saldo de Gols (sem sofrer gol);7.70097966671867
[15 CV] - Cartão Vermelho x [9 GS] - Gol Sofrido;7.945410971944263
[13 A] - Assistência x [0 FF] - Finalização para Fora;8.53731208185138
[14 I] - Impedimento x [12 SG] - Saldo de Gols (sem sofrer gol);9.225114231290778
[14 I] - Impedimento x [10 FD] - Finalização Defendida;10.488439320327412
[15 CV] - Cartão Vermelho x [10 FD] - Finalização Defendida;11.35238548420945
[14 I] - Impedimento x [0 FF] - Finalização para Fora;12.183542379884145
[14 I] - Impedimento x [13 A] - Assistência;12.224924171852086
[15 CV] - Cartão Vermelho x [13 A] - Assistência;13.146330571362864
[15 CV] - Cartão Vermelho x [14 I] - Impedimento;13.5886230740453
[15 CV] - Cartão Vermelho x [0 FF] - Finalização para Fora;16.472927732460178
