0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35
0.0;0.08120649651972157;0.14730290456431533;0.04683195592286501;0.07592592592592592;0.38666666666666666;0.142548596112311;0.24347826086956523;0.1380952380952381;0.15228426395939085;0.2450980392156863;0.210727969348659;0.2978723404255319;0.30641330166270786;1.0;1.0;0.7692307692307692;0.9139784946236559;1.0;0.5508982035928144;0.45;0.7817589576547231;0.8870967741935484;1.0;0.6722689075630252;1.0;0.5560747663551402;0.4847396768402154;0.7671232876712328;1.0;0.6290322580645161;1.0;1.0;1.0;1.0;1.0
0.0;0.058004640371229696;0.7697095435684647;0.9146005509641874;0.09444444444444444;0.05333333333333334;0.13174946004319651;0.5246376811594202;0.4333333333333333;0.6345177664974619;0.0;0.17624521072796934;0.38534278959810875;0.5368171021377671;0.0;0.5;0.0;0.29569892473118276;0.09547738693467336;0.2784431137724551;0.2590909090909091;0.739413680781759;0.3911290322580645;0.41304347826086957;0.4005602240896358;0.0;0.058411214953271035;0.0;0.39999999999999997;0.07586206896551725;0.0;0.0;0.0;0.0;0.0;0.0
0.24475524475524477;0.0;0.10580912863070538;0.024793388429752067;0.22962962962962963;1.0;0.27213822894168466;0.0;0.047619047619047616;0.13367174280879865;0.0;0.034482758620689655;0.018912529550827423;0.0;0.5928571428571429;0.0;0.16826923076923075;1.0;0.04020100502512562;0.0;0.4659090909090909;0.09771986970684039;0.4798387096774194;0.0;0.0;0.22;0.26869158878504673;0.03590664272890485;0.0;0.0;0.09946236559139789;0.0;0.434375;0.14545454545454545;0.12941176470588237;0.24285714285714285
0.11188811188811189;0.058004640371229696;0.10580912863070538;0.05509641873278236;0.32962962962962966;0.7266666666666667;1.0;0.33913043478260874;0.7714285714285716;0.10829103214890018;0.20833333333333334;0.2528735632183908;0.3806146572104019;0.1330166270783848;0.0071428571428571435;0.12179487179487179;0.12980769230769232;0.49462365591397844;0.20100502512562815;0.36826347305389223;0.006818181818181818;0.20195439739413681;0.0;0.03043478260869565;0.028011204481792715;0.11199999999999999;0.0;0.15439856373429084;0.2794520547945205;0.05172413793103448;0.048387096774193575;0.0967741935483871;0.2875;0.20303030303030303;0.0;0.22857142857142856
0.4172494172494172;0.26218097447795824;0.06431535269709543;0.0;0.0;0.33999999999999997;0.5874730021598272;0.04057971014492753;1.0;0.0;0.3308823529411765;0.8237547892720306;0.8368794326241134;0.0332541567695962;0.6214285714285713;0.21794871794871795;0.16826923076923075;0.553763440860215;0.04020100502512562;0.0;0.8113636363636363;0.0;0.22983870967741934;0.34347826086956523;0.1764705882352941;0.48;0.3808411214953271;0.03590664272890485;0.18630136986301368;0.14137931034482756;0.24193548387096778;0.23225806451612904;0.5125;0.0;0.7411764705882353;0.38571428571428573
0.43822843822843827;0.14385150812064965;0.06431535269709543;0.12947658402203854;0.12407407407407406;0.42;0.5248380129589633;0.14782608695652172;0.6380952380952382;0.19289340101522842;0.12254901960784315;0.17624521072796934;0.38534278959810875;0.02850356294536817;0.08571428571428572;0.30128205128205127;0.3076923076923077;0.7903225806451611;0.0;0.3353293413173653;0.0;1.0;0.0;0.1956521739130435;1.0;0.7120000000000001;0.0;0.06642728904847396;0.8876712328767122;0.2689655172413793;0.048387096774193575;0.6161290322580646;0.5125;0.0;0.3647058823529412;0.11714285714285713
0.30536130536130535;0.3317865429234339;0.0;0.0606060606060606;0.003703703703703704;0.5133333333333333;0.16846652267818574;0.1072463768115942;0.24285714285714283;0.14382402707275804;0.029411764705882353;0.034482758620689655;0.0;0.035629453681710214;0.08571428571428572;0.30128205128205127;0.16826923076923075;0.0;0.04020100502512562;0.0;0.1954545454545455;0.0;0.04435483870967742;0.03043478260869565;0.1764705882352941;0.0;0.0;0.03590664272890485;0.18630136986301368;0.14137931034482756;0.048387096774193575;0.06774193548387097;0.8;0.20303030303030303;0.15294117647058825;0.36
0.0;1.0;1.0;1.0;1.0;0.12000000000000001;0.5874730021598272;1.0;0.8857142857142858;1.0;1.0;0.8237547892720306;0.8368794326241134;1.0;0.0;0.717948717948718;1.0;0.29569892473118276;0.39698492462311563;1.0;0.2590909090909091;0.980456026058632;0.3911290322580645;0.717391304347826;0.9971988795518207;0.22;0.058411214953271035;1.0;1.0;0.44482758620689655;0.0;0.0;0.0;0.0;0.12941176470588237;0.0
1.0;0.058004640371229696;0.9481327800829875;0.9641873278236913;0.09444444444444444;0.42;0.24838012958963282;0.6318840579710144;0.4333333333333333;0.6514382402707276;0.0;0.17624521072796934;0.38534278959810875;0.6579572446555819;0.0;0.5;0.0;0.29569892473118276;0.09547738693467336;0.2784431137724551;1.0;1.0;1.0;0.24782608695652175;0.8347338935574229;0.0;1.0;0.0;0.7835616438356164;0.12758620689655173;1.0;0.0;0.0;0.0;0.0;0.5628571428571428
0.11188811188811189;0.0;0.10580912863070538;0.024793388429752067;0.22962962962962963;0.36;0.2095032397408207;0.0;0.0;0.1065989847715736;0.0;0.0;0.0;0.0;0.08571428571428572;0.038461538461538464;0.16826923076923075;0.0;0.04020100502512562;0.0;0.20681818181818185;0.09771986970684039;0.0;0.0;0.0;0.0;0.0;0.03590664272890485;0.0;0.0;0.048387096774193575;0.12258064516129032;0.14375;0.32727272727272727;0.0;0.3028571428571428
0.43822843822843827;0.26218097447795824;0.06431535269709543;0.0;0.003703703703703704;0.0;0.0;0.13043478260869565;0.37142857142857144;0.0;0.3504901960784314;1.0;1.0;0.0023752969121140144;0.08571428571428572;0.21794871794871795;0.16826923076923075;0.0;0.04020100502512562;0.0;0.0;0.0;0.0;0.03043478260869565;0.1764705882352941;0.0;0.0;0.03590664272890485;0.18630136986301368;0.14137931034482756;0.048387096774193575;0.05806451612903226;0.5125;0.7606060606060606;0.16764705882352943;0.13142857142857142
