0;1;2;3;4;5
0.49785407725321895;0.2357894736842105;0.45578231292517;0.9318181818181819;0.5482866043613708;0.5013192612137203
0.1459227467811159;0.16210526315789472;0.8860544217687073;0.24747474747474746;0.9423676012461059;1.0
0.05579399141630901;0.3031578947368421;0.05952380952380951;0.0883838383838384;0.764797507788162;0.19393139841688653
0.301859799713877;0.3915789473684211;1.0;0.7247474747474747;0.14485981308411214;0.1596306068601583
1.0;0.5684210526315788;0.3928571428571428;0.5404040404040404;0.3707165109034268;0.3509234828496042
0.15450643776824036;0.431578947368421;0.0629251700680272;0.5707070707070707;0.18847352024922118;0.879947229551451
0.6566523605150215;0.32210526315789473;0.19387755102040813;0.05303030303030304;0.12305295950155763;0.30870712401055406
0.715307582260372;0.9999999999999999;0.7414965986394556;0.5353535353535354;0.367601246105919;0.34828496042216356
0.0;0.2357894736842105;0.5357142857142856;1.0;0.11838006230529595;0.2598944591029024
0.10014306151645208;0.20631578947368423;0.836734693877551;0.10101010101010102;0.1355140186915888;0.22163588390501318
0.06294706723891273;0.04;0.8095238095238094;0.21969696969696972;0.191588785046729;0.1992084432717678
0.24034334763948498;0.30105263157894735;0.9489795918367346;0.41414141414141414;1.0;0.883905013192612
0.2117310443490701;0.2589473684210526;0.7329931972789114;0.14646464646464646;0.0;0.0
0.07868383404864092;0.14526315789473682;0.05272108843537414;0.11616161616161617;0.1791277258566978;0.24010554089709762
0.23891273247496425;0.4;0.7125850340136054;0.196969696969697;0.08411214953271028;0.10817941952506596
0.09155937052932761;0.24210526315789477;0.0;0.29292929292929293;0.11838006230529595;0.11081794195250659
0.1659513590844063;0.0;0.18027210884353742;0.0;0.29595015576323985;0.16490765171503957
