0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
0.024691358024691357;0.20679012345679013;0.05486968449931413;0.0;0.3333333333333333;0.12242798353909462;0.1742112482853224;0.052674897119341556;0.11213991769547323;0.013374485596707812;0.08641975308641975;0.05006858710562414;0.06831275720164608;0.05584950029394473;0.03497942386831275;0.19547325102880656;0.12404467960023516
0.015681818181818175;0.0134090909090909;0.007272727272727264;1.0;0.05636363636363636;0.007438016528925618;0.05545454545454545;0.0;0.027878787878787867;0.02136363636363635;0.0083116883116883;0.15575757575757576;0.14181818181818182;0.10909090909090907;0.01575757575757575;0.04045454545454545;0.06545454545454545
0.02346570397111913;0.09386281588447654;0.0703971119133574;0.014841556357801843;0.05189530685920578;1.0;0.07013924703455389;0.0;0.04467509025270758;0.12876052948255115;0.08592057761732852;0.16787003610108303;0.08664259927797834;0.09446450060168471;0.0815884476534296;0.0697954271961492;0.0812274368231047
0.014447071184659833;0.0364741641337386;0.08274231678486997;0.1867612293144208;0.07328605200945626;0.0;0.0094562647754137;0.1607565011820331;0.03624901497241923;0.0047281323877068505;0.009160756501182026;1.0000000000000002;0.4692671394799054;0.020685579196217486;0.12214342001576044;0.11347517730496455;0.2765957446808511
0.5;0.04320987654320987;0.3822751322751322;0.006424792139077843;0.018849206349206338;0.012896825396825387;0.0357142857142857;0.03835978835978835;0.006613756613756611;0.0;0.09171075837742504;0.02292768959435625;0.0328042328042328;0.008818342151675478;0.37830687830687826;0.0255731922398589;0.020442520442520436
0.0;0.5;0.0195758564437194;0.04282218597063622;0.3980424143556281;0.0;0.7862969004893966;0.0;0.5513866231647635;0.00522022838499184;0.007884719956498082;0.1239804241435563;0.11147362697118;0.0365415986949429;0.0;0.01794453507340946;0.0
0.056034482758620684;0.026785714285714284;0.041487068965517224;0.01867816091954023;0.05775862068965516;0.00395114942528735;0.0029633620689655123;0.012571839080459767;0.08477011494252873;0.010344827586206879;0.003386699507389157;0.0;1.0;0.0015673981191222546;0.06411637931034482;0.0045797413793103375;0.10775862068965515
1.0;0.26744186046511625;0.007967269595176567;0.02441860465116278;0.012112403100775188;0.0317829457364341;0.02984496124031006;0.0;0.02713178294573642;0.0045219638242894;0.02093023255813952;0.008963178294573637;0.02131782945736434;0.00077519379844961;0.00742894056847545;0.016472868217054248;0.011627906976744184
0.029808773903262087;0.05314960629921258;0.7362204724409449;0.017060367454068234;1.0;0.013498312710911129;0.1574803149606299;0.3188976377952756;0.0006561679790026167;0.00944881889763778;0.38976377952755903;0.0;0.13976377952755906;0.41141732283464566;0.0022497187851518432;0.0034995625546806555;0.07834645669291337
0.18852459016393444;0.05204918032786884;0.024590163934426222;0.08128415300546447;0.5;0.00368852459016393;0.0007684426229508125;0.0;0.014051522248243558;0.00655737704918032;0.009904371584699449;0.012002341920374702;0.3770491803278689;0.06147540983606557;0.0;0.0;0.006935687263556116
0.1629746835443038;0.0233386075949367;0.01677215189873417;0.011471518987341762;0.0488245931283906;0.0;0.012658227848101262;0.02953586497890295;0.04852320675105485;0.013110307414104872;0.014466546112115728;0.5;0.17563291139240508;0.008342922899884917;0.11075949367088607;0.020343580470162742;0.23839662447257384
0.0947089947089947;0.05246913580246914;0.024470899470899463;0.0;0.11706349206349208;0.040564373897707236;0.04497354497354498;0.010582010582010571;0.0002035002035002;0.008597883597883587;0.043386243386243376;0.03218694885361552;0.00925925925925925;0.00846560846560846;0.022486772486772486;0.03483245149911815;1.0
0.02155954060044327;1.0;0.011484988917993143;0.0015867418899858875;0.02891396332863187;0.005798464190565733;0.6925246826516219;0.22919605077574046;0.0011539941018079182;0.4118476727785613;0.2799717912552891;0.0239774330042313;0.007455168245013085;0.2954866008462623;0.0018134193028410143;0.03479078514339443;0.0
0.04926590538336052;0.5;0.02814029363784665;0.10522022838499186;0.0023563530904477;0.1101141924959217;0.0;0.0;0.003987674460757655;0.0725938009787928;0.007884719956498082;0.234094616639478;0.009516041326808033;0.04893964110929853;0.0;0.6476345840130507;0.016494471633133945
0.025536015417971573;0.04553119730185496;0.0023889825744800417;0.014614952220348499;0.034288926363125354;0.07251264755480603;0.002318718381112975;0.9915682967959528;0.17032040472175375;0.00809443507588532;0.7284991568296795;0.0;0.08473861720067452;0.957841483979764;1.0;0.00134907251264755;0.015345699831365939
