0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
0.0;0.0;0.28444444444444444;0.3066666666666667;0.02666666666666666;0.0;0.024444444444444435;0.14844444444444443;0.07573333333333332;0.3333333333333333;0.0;0.040888888888888884;0.08373333333333334;0.15133333333333335;0.0;0.064;0.0
0.0;0.37130801687763715;0.0;0.0210970464135021;0.3333333333333333;0.0;0.1680731364275668;0.0;0.16666666666666663;0.00379746835443038;0.03080168776371306;0.11518987341772151;0.1439873417721519;0.0261603375527426;0.0;0.11181434599156115;0.0
0.5;0.0;0.0;0.02688172043010752;0.02688172043010752;0.0;0.15927419354838707;0.0;0.07634408602150536;0.00483870967741934;0.0;0.041218637992831535;0.029569892473118267;0.0;0.0;0.06451612903225806;0.0
0.11055555555555555;0.08;0.0;0.012222222222222218;0.006031746031746029;0.04666666666666667;0.31777777777777777;0.0074074074074074;0.31222222222222223;0.0074074074074074;0.0861111111111111;0.5;0.27259259259259255;0.012962962962962949;0.2377777777777777;0.021333333333333322;0.03055555555555555
0.2697795071335927;0.05544747081712063;0.0;0.07782101167315175;0.08365758754863813;0.2918287937743191;0.25;0.05544747081712063;0.19941634241245138;0.1303501945525292;0.04539559014267185;0.07263294422827497;0.1377431906614786;0.018343524180100042;0.041504539559014265;0.0593385214007782;0.10894941634241244
0.07028423772609818;0.10249784668389321;0.04780361757105942;0.0;0.01378122308354865;0.03294573643410852;0.009228497600590616;0.013350559862187765;0.04023624953857512;0.013350559862187765;0.03488372093023255;0.2747631352282515;0.5;0.22825150732127475;0.1111111111111111;0.0304909560723514;0.6304909560723514
0.0;0.6869712351945855;0.7292724196277496;0.6362098138747885;0.9120135363790186;0.0033840947546531198;0.22504230118443316;0.560067681895093;0.13367174280879865;1.0;0.6903553299492385;0.3637901861252115;0.19627749576988154;0.7140439932318106;0.0;0.08967851099830795;0.17597292724196276
1.0;0.0;0.4731934731934732;0.4230769230769231;0.0233100233100233;0.1282051282051282;0.05081585081585081;0.23776223776223776;0.0662004662004662;0.44871794871794873;0.0;0.03574203574203574;0.07319347319347318;0.32400932400932403;0.0;0.05594405594405594;0.0
0.3907563025210084;0.3697478991596639;0.0;0.02100840336134452;0.5;0.0514705882352941;0.7710084033613446;0.0;0.6449579831932772;0.003781512605042;0.1701680672268907;0.14600840336134452;0.3739495798319328;0.026050420168067218;0.0;0.6512605042016806;0.0
0.12792127921279214;0.06642066420664207;0.0;0.01014760147601475;0.00645756457564575;0.0031628887717448572;0.0036900369003689997;0.01881918819188192;0.045817958179581786;0.006150061500615;0.10024600246002459;1.0;0.8062730627306274;0.005073800738007375;0.019680196801968;0.0177121771217712;0.0253690036900369
