0;1;2;3;4;5
0.29080118694362017;0.8963210702341137;0.7359154929577464;0.9999999999999999;0.5321637426900586;0.40197461212976027
0.08902077151335311;0.6086956521739131;0.9999999999999999;0.1722488038277512;0.19493177387914232;1.0000000000000002
0.35905044510385753;0.10367892976588627;0.7007042253521126;0.07894736842105263;0.10721247563352827;0.026798307475317355
0.20771513353115725;0.4214046822742475;0.08802816901408449;0.03588516746411483;0.0;0.03526093088857546
0.17507418397626112;0.9030100334448159;0.3169014084507042;0.2966507177033493;0.07992202729044835;0.09308885754583922
0.7062314540059347;0.7525083612040132;0.46478873239436613;0.49999999999999994;0.37231968810916183;0.15373765867418904
0.5311572700296735;1.0;0.28521126760563376;0.10047846889952154;0.15789473684210528;0.08321579689703809
0.12462908011869436;0.8729096989966555;0.8380281690140844;0.10047846889952154;0.41715399610136455;0.10296191819464036
1.0;0.5217391304347826;0.3556338028169014;0.27751196172248804;0.10721247563352827;0.004231311706629056
0.044510385756676554;0.20401337792642138;0.08802816901408449;0.05980861244019139;0.9902534113060429;0.056417489421720736
0.0;0.0;0.0;0.0;0.7017543859649124;0.0
0.0;0.7892976588628762;0.5246478873239436;0.19138755980861244;0.3099415204678363;0.21015514809590977
0.00890207715133531;0.023411371237458192;0.09859154929577464;0.007177033492822966;0.3450292397660819;0.07757404795486603
0.029673590504451036;0.8026755852842808;0.676056338028169;0.038277511961722493;1.0;0.27221438645980256
0.7299703264094956;0.8795986622073577;0.5070422535211268;0.11722488038277513;0.18323586744639378;0.2863187588152328
0.15133531157270028;0.13712374581939799;0.00352112676056338;0.05980861244019139;0.4717348927875244;0.0014104372355430187
0.5697329376854599;0.568561872909699;0.00352112676056338;0.7894736842105263;0.7329434697855752;0.2200282087447109
