0;1;2;3;4;5
29.5;15.6;4.8;24.2;11.3;26.3
11.0;15.0;32.8;15.1;26.4;36.9
9.3;12.5;2.4;16.8;3.3;0.9
6.0;16.9;4.7;2.4;-2.6;-0.8
10.4;3.6;20.7;27.8;4.8;15.3
24.3;12.0;19.2;8.2;12.3;3.2
10.7;19.8;6.9;4.2;0.5;0.4
9.6;17.3;19.6;-0.1;9.7;9.9
26.3;18.3;12.0;9.5;-1.2;5.5
9.7;0.0;10.8;0.0;0.0;0.0
4.3;4.3;4.3;4.3;4.3;-0.2
0.4;17.0;1.0;10.1;9.7;11.6
2.4;36.5;5.2;11.6;9.2;14.4
1.8;7.3;-1.8;-0.7;0.0;-1.8
2.7;12.9;17.5;2.7;77.1;17.5
39.3;15.6;10.1;8.4;2.9;8.6
1.1;1.1;4.1;4.5;0.0;0.0
