0;1;2;3;4;5
0.7480719794344474;0.42739726027397257;0.19075144508670522;0.8736842105263157;0.17440401505646178;0.7260981912144703
0.2724935732647815;0.410958904109589;1.0;0.5543859649122806;0.3638644918444166;1.0
0.22879177377892035;0.3424657534246575;0.12138728323699424;0.6140350877192982;0.07402760351317442;0.06976744186046513
0.14395886889460155;0.4630136986301369;0.18786127167630062;0.1087719298245614;0.0;0.02583979328165375
0.25706940874035994;0.09863013698630137;0.6502890173410406;0.9999999999999999;0.09284818067754079;0.44186046511627913
0.6143958868894602;0.3287671232876712;0.6069364161849712;0.31228070175438594;0.1869510664993727;0.12919896640826875
0.2647814910025707;0.5424657534246575;0.2514450867052024;0.1719298245614035;0.03889585947302385;0.05684754521963825
0.2365038560411311;0.473972602739726;0.6184971098265898;0.021052631578947364;0.1543287327478043;0.3023255813953489
0.6658097686375322;0.5013698630136986;0.39884393063583823;0.35789473684210527;0.017565872020075285;0.18863049095607237
0.2390745501285347;0.0;0.36416184971098275;0.024561403508771926;0.03262233375156839;0.04651162790697675
0.10025706940874035;0.11780821917808218;0.17630057803468213;0.17543859649122806;0.08657465495608532;0.041343669250646004
0.0;0.4657534246575342;0.0809248554913295;0.37894736842105264;0.1543287327478043;0.34625322997416025
0.051413881748071974;1.0;0.20231213872832376;0.43157894736842106;0.14805520702634883;0.4186046511627908
0.03598971722365038;0.19999999999999998;0.0;0.0;0.03262233375156839;0.0
0.05912596401028278;0.35342465753424657;0.5578034682080927;0.11929824561403508;1.0;0.4987080103359174
0.9999999999999999;0.42739726027397257;0.34393063583815037;0.3192982456140351;0.06900878293601005;0.268733850129199
0.017994858611825194;0.030136986301369864;0.17052023121387286;0.18245614035087718;0.03262233375156839;0.04651162790697675
