;Unnamed: 0;atletas.nome;atletas.slug;atletas.apelido;atletas.foto;atletas.atleta_id;atletas.rodada_id;atletas.clube_id;atletas.posicao_id;atletas.status_id;atletas.pontos_num;atletas.preco_num;atletas.variacao_num;atletas.media_num;atletas.jogos_num;atletas.clube.id.full.name;A;DS;FC;FD;FF;FS;G;I;PI;CA;FT;SG;GC;GS;DD;DP;CV;PP;rodada
0;1;Victor Hugo Baptista Mafra;vitinho;Vitinho;https://s.glbimg.com/es/sde/f/2020/11/13/34baa7b12bdf6a2ef09299749bfeae30_FORMATO.png;109326;30;275;mei;Nulo;0.0;1.0;0.0;0.0;0;275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
1;2;Gustavo Luis Silva Aguiar;gustavinho;Gustavinho;https://s.glbimg.com/es/sde/f/2020/12/12/8f258c9cac6102644cea3e06dc4416ad_FORMATO.png;107252;30;290;lat;Nulo;0.0;1.0;0.0;0.0;0;290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
2;3;Marco Antônio Amorim de Oliveira Montes;marcao;Marcão;https://s.glbimg.com/es/sde/f/2020/12/13/6cf188c290671bdbe31dab76f9bc6be0_FORMATO.png;110775;30;294;gol;Nulo;0.0;1.0;0.0;0.0;0;Coritiba;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
3;4;Isaque Storoli Gavioli;isaque;Isaque;https://s.glbimg.com/es/sde/f/2020/11/18/cefca6722a542a9e72a0dc92197d4752_FORMATO.png;104413;30;282;zag;Nulo;0.0;1.0;0.0;0.0;0;282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
4;5;Leandro Matheus dos Anjos Conceição de Oliveira;leandro;Leandro;https://s.glbimg.com/es/sde/f/2020/11/17/72cf2c656a1a49ffafa38dfb958d87cc_FORMATO.jpeg;107222;30;275;gol;Nulo;0.0;1.0;0.0;0.0;0;275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
5;6;Maximiliano Ezequiel Zalazar;maxi-salazar;Maxi Salazar;https://s.glbimg.com/es/sde/f/2020/11/24/dd71a83fb1643a92885b65d1a63f4131_FORMATO.png;110689;30;285;ata;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
6;7;Emerson Fabiano Kerber Júnior;emerson-junior;Emerson Júnior;https://s.glbimg.com/es/sde/f/2020/11/24/761d9353281e11362a025a163d079687_FORMATO.png;107740;30;285;gol;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
7;8;Murilo Gomes Barreto Neto;murilo;Murilo;https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png;107755;30;285;mei;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
8;9;Gabriel Bernard Conceição da Silva;gabriel-bernard;Gabriel Bernard;0;109618;30;373;gol;Nulo;0.0;1.0;0.0;0.0;0;373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
9;10;Lázaro Vinicius Marques;lazaro;Lázaro;https://s.glbimg.com/es/sde/f/2020/09/24/37e5fc1f9ead239d4e673aadc291e8db_FORMATO.png;110193;30;262;ata;Nulo;0.0;2.35;0.0;0.0;1;Flamengo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
10;11;Gustavo Henric da Silva;gustavo-mosquito;Gustavo Mosquito;https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png;97450;30;264;ata;Provável;0.0;4.19;0.0;2.44;15;264;1.0;9.0;10.0;3.0;5.0;18.0;2.0;1.0;46.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
11;12;Gustavo Cascardo de Assis;cascardo;Cascardo;https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png;90587;30;263;lat;Nulo;0.2;1.61;-0.39;0.2;1;263;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
12;13;Aldemir dos Santos Ferreira;ferreira;Ferreira;https://s.glbimg.com/es/sde/f/2020/07/19/5e28328bd5d542110444e7c5562c21fe_FORMATO.png;101290;30;284;ata;Nulo;0.0;5.15;0.0;3.48;12;284;0.0;12.0;7.0;7.0;9.0;9.0;2.0;0.0;29.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
13;14;Luis Eduardo Barros Cavalcanti;dado-cavalcanti;Dado Cavalcanti;https://s.glbimg.com/es/sde/f/2021/01/02/26f198ddbe516885c786f065c8082dee_FORMATO.png;73975;30;265;tec;Provável;0.0;7.67;0.0;3.05;3;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
14;15;Helderson Tavares Santos;helder;Helder;https://s.glbimg.com/es/sde/f/2020/11/17/cbb586aa88b4625db7eb4e394b179cb6_FORMATO.jpeg;107230;30;275;zag;Nulo;0.0;1.0;0.0;0.0;0;275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
15;16;Derick Fernando da Silva;derick;Derick ;https://s.glbimg.com/es/sde/f/2020/09/08/24438480d9271c4a4a3cf8954098d02b_FORMATO.png;109830;30;277;zag;Nulo;0.0;0.77;0.0;0.0;1;Santos;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
16;17;Gabriel Henrique Chavoni Fornari;gabriel-fornari;Gabriel Fornari;https://s.glbimg.com/es/sde/f/2020/02/28/f5ff9ab054efe72d23d82168d514f99c_FORMATO.png;105636;30;293;zag;Nulo;0.0;1.0;0.0;0.0;0;293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
17;18;Dhouglas Francisco de Souza Rodrigues;dhouglas;Dhouglas;https://s.glbimg.com/es/sde/f/2020/09/25/1818bb4633cf442d563554d960f49f84_FORMATO.png;110207;30;262;mei;Nulo;0.0;1.0;0.0;0.0;0;Flamengo;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
18;19;Vinicius Silveira de Mello;vinicius-silveira;Vinicius Silveira;https://s.glbimg.com/es/sde/f/2020/11/24/3bff6c9ad26c04233fd3a10fff1e149e_FORMATO.png;110687;30;285;ata;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
19;20;Geilson Cerqueira Almeida;geilson;Geilson;https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png;107882;30;356;mei;Nulo;0.0;1.0;0.0;0.0;0;356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
20;21;João Victor Tavares de Souza;joao-tavares;João Tavares;https://s.glbimg.com/es/sde/f/2020/11/24/ed75ccc81ae843b476ae9b659862e9a7_FORMATO.png;110690;30;285;ata;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
21;22;Caio Alan Tem Catem Gonçalves;caio;Caio;https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png;99460;30;293;gol;Nulo;0.0;1.0;0.0;0.0;0;293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
22;23;Vitor João Batista Santos;vitao;Vitão;https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png;109318;30;354;zag;Nulo;0.0;1.0;0.0;0.0;0;354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
23;24;Orlando Arcanjo Valnier;orlando;Orlando;https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png;107184;30;293;gol;Nulo;0.0;1.0;0.0;0.0;0;293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
24;25;Paulo Victor da Costa Miranda Alves;paulo-victor;Paulo Victor;https://s.glbimg.com/es/sde/f/2020/02/27/74ddc254a8569f1942f11d75089de911_FORMATO.png;107373;30;266;mei;Nulo;0.0;1.0;0.0;0.0;0;266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
25;26;Pablo Gabriel Sousa Alves;pablo;Pablo;https://s.glbimg.com/es/sde/f/2020/12/26/222bc23ca24413d5526304b873d2a94a_FORMATO.png;110832;30;356;mei;Nulo;0.0;1.0;0.0;0.0;0;356;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
26;27;João Victor Gomes da Silva;gomes;Gomes;https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png;107109;30;262;mei;Nulo;-0.1;1.48;-0.9;2.28;4;Flamengo;0.0;12.0;13.0;0.0;0.0;5.0;0.0;0.0;9.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
27;28;Pedro Henrique Marinho Maria;pedro-marinho;Pedro Marinho;https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png;107266;30;290;ata;Nulo;0.0;1.0;0.0;0.0;0;290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
28;29;Mauricio Aníbal Isla Isla;isla;Isla;https://s.glbimg.com/es/sde/f/2020/08/28/bfa17ba766cfaa70d4c11c51304fc336_FORMATO.png;69345;30;262;lat;Provável;6.5;9.67;0.66;3.69;20;Flamengo;5.0;43.0;24.0;0.0;2.0;15.0;1.0;6.0;134.0;4.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
29;30;André Luiz Ribeiro da Silva;andre;André;https://s.glbimg.com/es/sde/f/2021/01/07/11322c8a868b34a2756cc78de4edff18_FORMATO.png;104080;30;354;gol;Nulo;0.0;1.0;0.0;0.0;0;354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
30;31;Mycael Pontes Moreira;mycael;Mycael;https://s.glbimg.com/es/sde/f/2020/11/27/7f6f086c28337ecefbe6fe7db99ab649_FORMATO.png;110698;30;293;gol;Nulo;0.0;1.0;0.0;0.0;0;293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
31;32;Lucas Lourenço Andrade;lucas-lourenco;Lucas Lourenço;https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png;101580;30;277;mei;Nulo;0.0;2.14;0.0;0.67;13;Santos;0.0;11.0;10.0;1.0;2.0;12.0;0.0;0.0;22.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
32;33;Rodrigo dos Santos de Freitas;rodrigo-freitas;Rodrigo Freitas;https://s.glbimg.com/es/sde/f/2020/09/04/018d68fa1c6441d3b39970cfad8ee083_FORMATO.png;103261;30;276;zag;Nulo;0.0;1.0;0.0;0.0;0;276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
33;34;Pedro Felipe De Faria Rangel;pedro-rangel;Pedro Rangel;https://s.glbimg.com/es/sde/f/2020/11/30/4e23db7254caf320d53e78d8566d93c5_FORMATO.png;110708;30;266;gol;Nulo;0.0;1.0;0.0;0.0;0;266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
34;35;Christian Henrique Mora De Oliveira Silva;christian;Christian;https://s.glbimg.com/es/sde/f/2020/09/28/0003493891d36cb8e16cf815e5da38e0_FORMATO.png;110210;30;266;ata;Nulo;0.0;0.78;0.0;0.0;1;266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
35;36;Eric dos Santos Rodrigues;ramires;Ramires;https://s.glbimg.com/es/sde/f/2020/11/18/df8a0d80a74054663ff19ac2bd6c6799_FORMATO.png;103295;30;280;mei;Provável;1.3;4.1;0.39;-0.07;7;280;0.0;1.0;5.0;0.0;2.0;3.0;0.0;2.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
36;37;Rokenedy dos Santos;rokenedy;Rokenedy ;https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png;107852;30;293;gol;Nulo;0.0;1.0;0.0;0.0;0;293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
37;38;Renan Victor da Silva;renan;Renan;https://s.glbimg.com/es/sde/f/2020/09/15/5345f1ee7a9264d591c66046094e68b7_FORMATO.png;109963;30;275;lat;Nulo;0.0;1.01;0.0;2.07;3;275;0.0;8.0;8.0;0.0;0.0;2.0;0.0;0.0;18.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
38;39;Chrigor Flores Moraes;chrigor;Chrigor;https://s.glbimg.com/es/sde/f/2020/08/28/123262c1e7129d7e89de9867393d1cc5_FORMATO.png;101398;30;280;ata;Nulo;0.0;1.43;0.0;0.08;4;280;0.0;2.0;4.0;0.0;0.0;2.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
39;40;Wisney Junio Dias Carvalho;wisney;Wisney;https://s.glbimg.com/es/sde/f/2020/10/26/5cb1e6fbf9b5ce0e0a160755d7befca2_FORMATO.png;107374;30;266;lat;Nulo;0.0;2.64;0.0;2.45;2;266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
40;41;Igor Marques Paciência Cardoso;igor-formiga;Igor Formiga;https://s.glbimg.com/es/sde/f/2020/09/15/7f27f40ad90d38e340989d3076982f60_FORMATO.png;106708;30;264;lat;Nulo;0.0;1.0;0.0;0.0;0;264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
41;42;Iago André Pires de Oliveira;iago;Iago;https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png;107194;30;293;ata;Nulo;0.0;1.0;0.0;0.0;0;293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
42;43;Higor Gabriel Fernandes Alves;higor;Higor;https://s.glbimg.com/es/sde/f/2020/09/28/d5b189fb235bef5c9a534ba19078842e_FORMATO.png;107371;30;266;zag;Nulo;0.0;1.0;0.0;0.0;0;266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
43;44;Francisco Tiago da Silva Santos;tiago-silva;Tiago Silva;https://s.glbimg.com/es/sde/f/2020/11/04/8afe0258fc6f94ae9cf5bed05d6d7252_FORMATO.png;107182;30;354;mei;Nulo;0.0;1.0;0.0;0.0;0;354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
44;45;Arthur Henrique Bittencourt;arthur;Arthur;https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png;101173;30;294;gol;Nulo;0.0;1.0;0.0;0.0;0;Coritiba;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
45;46;Lucas Braga Ribeiro;lucas-braga;Lucas Braga;https://s.glbimg.com/es/sde/f/2020/12/14/090143e69449bf205b8538d02b7a7981_FORMATO.png;99119;30;277;ata;Provável;-0.1;2.93;-0.28;1.65;23;Santos;1.0;26.0;31.0;6.0;5.0;38.0;1.0;4.0;75.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
46;47;Daniel Silva Santos;daniel-silva;Daniel Silva;https://s.glbimg.com/es/sde/f/2020/11/30/313bcf6aa188239c2d9efa9204866adb_FORMATO.png;110709;30;290;mei;Nulo;0.0;1.0;0.0;0.0;0;290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
47;48;Hélio Júnior Rossi Francino;helio-junior;Hélio Júnior;https://s.glbimg.com/es/sde/f/2020/12/04/528e08d6238412f96331d885232df0a3_FORMATO.png;104622;30;265;lat;Nulo;0.0;2.0;0.0;0.0;0;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
48;49;João Vitor Cézar do Prado;joao-vitor;João Vitor;0;109261;30;265;mei;Nulo;0.0;1.0;0.0;0.0;0;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
49;50;Leonardo Siqueira de Paiva Bezerra;leonardo;Leonardo;https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png;108424;30;373;gol;Nulo;0.0;2.0;0.0;0.0;0;373;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
50;51;Glauber Ramos da Silva;glauber-ramos;Glauber Ramos;https://s.glbimg.com/es/sde/f/2020/08/21/ef5dbd585acdc16883bc521435428889_FORMATO.png;109638;30;290;tec;Provável;0.3;5.43;-0.19;3.75;8;290;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
51;52;Maurício Magalhães Prado;mauricio;Maurício;https://s.glbimg.com/es/sde/f/2020/11/05/764235c95a2022213c0c091c00cbb5e0_FORMATO.png;105647;30;285;mei;Nulo;0.3;5.71;-1.01;3.36;5;285;1.0;2.0;2.0;1.0;0.0;6.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
52;53;Abel Fernando Moreira Ferreira;abel-ferreira;Abel Ferreira;https://s.glbimg.com/es/sde/f/2020/11/03/183844106bb1f78efb7a628315b4b01a_FORMATO.png;110506;30;275;tec;Provável;0.0;12.86;0.0;5.04;9;275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
53;54;Cauê Vinicius dos Santos;caue;Cauê;https://s.glbimg.com/es/sde/f/2020/09/15/07d411e831c63fa81f7f5ce687416942_FORMATO.png;104664;30;264;ata;Nulo;0.0;1.0;0.0;0.0;0;264;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
54;55;Jair Ventura;jair-ventura;Jair Ventura;https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png;92180;30;292;tec;Provável;0.12;6.77;0.05;2.79;24;292;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
55;56;Patrick de Lucca Chaves de Oliveira;patrick-de-lucca;Patrick de Lucca;https://s.glbimg.com/es/sde/f/2020/12/04/28f757ac50bdbd45c34a2fc6d869c452_FORMATO.png;105294;30;265;mei;Nulo;0.0;1.0;0.0;0.0;0;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
56;57;Alejandro Ariel Cabral;ariel-cabral;Ariel Cabral;https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png;80363;30;290;mei;Provável;-3.3;3.5;-0.87;0.63;12;290;0.0;27.0;21.0;2.0;0.0;7.0;0.0;0.0;68.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
57;58;Andrés Felipe Amaya Rivera;amaya;Amaya;https://s.glbimg.com/es/sde/f/2020/08/27/59cb0b98d374cdf0746d033b062e58a1_FORMATO.png;109656;30;285;ata;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
58;59;Leonardo Roque Albano Gil;leo-gil;Léo Gil;https://s.glbimg.com/es/sde/f/2020/11/27/33347b97adda19ccd302fe1f7fa2a03c_FORMATO.png;102506;30;267;mei;Provável;0.3;5.2;-0.07;2.38;11;267;3.0;15.0;13.0;3.0;5.0;19.0;0.0;0.0;84.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
59;60;Lucas de Ramos Silveira;lucas-ramos;Lucas Ramos;https://s.glbimg.com/es/sde/f/2020/07/20/7b0e0156fc1cd2d84d7b0e0e46ddd001_FORMATO.png;106000;30;285;mei;Nulo;0.0;1.0;0.0;0.0;0;285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
60;61;Ramon César Cirino;ramon-cesar;Ramon César;https://s.glbimg.com/es/sde/f/2020/12/05/c98e4dec52733659cdb6951558654d06_FORMATO.png;110725;30;275;mei;Nulo;0.0;1.0;0.0;0.0;0;275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
61;62;Caio Henrique Ribas Dias de Araújo;caio-ribas;Caio Ribas;https://s.glbimg.com/es/sde/f/2020/12/06/6515c9b7080362ce444d17251a24b453_FORMATO.png;110726;30;282;mei;Nulo;0.0;1.0;0.0;0.0;0;282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
62;63;Vinícius Rayan Pereira dos Santos;rayan;Rayan;https://s.glbimg.com/es/sde/f/2020/11/04/ec2f7a7f5a8c8b3cb8176140d78b31ca_FORMATO.png;106880;30;354;ata;Nulo;0.0;1.0;0.0;0.0;0;354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
63;64;Ezequiel Cerutti;cerutti;Cerutti;https://s.glbimg.com/es/sde/f/2020/10/20/4e7dc54de447fc159cc6c6d46dd571fe_FORMATO.png;91502;30;294;ata;Nulo;0.0;5.63;0.0;0.42;5;Coritiba;0.0;3.0;4.0;0.0;0.0;7.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
64;65;Luiz Felipe Silvério Silva;luiz-felipe;Luiz Felipe;https://s.glbimg.com/es/sde/f/2020/12/29/0d7ad1195cfee21d1099241897689b64_FORMATO.png;110833;30;265;mei;Nulo;0.0;1.0;0.0;0.0;0;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
65;66;Leonardo Ferreira Gonçalves;leo-ferreira;Léo Ferreira;https://s.glbimg.com/es/sde/f/2020/09/16/af972d3c671cad3d18f6cfdebf06700c_FORMATO.png;107760;30;285;ata;Nulo;0.0;1.45;0.0;1.5;1;285;0.0;0.0;1.0;0.0;3.0;1.0;0.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
66;67;Marcelo Ryan Silvestre dos Santos;marcelo-ryan;Marcelo Ryan ;https://s.glbimg.com/es/sde/f/2021/01/05/f6b28ccf72b4186064a934ab9a98a9f9_FORMATO.png;105411;30;265;ata;Nulo;0.0;1.0;0.0;0.0;0;265;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
67;68;Abel Mathías Hernández Platero;abel-hernandez;Abel Hernández;https://s.glbimg.com/es/sde/f/2020/08/28/4d9c29b23debc8be1dadcfe86a9cb017_FORMATO.png;74159;30;285;ata;Nulo;-0.1;6.85;0.31;2.14;18;285;1.0;14.0;13.0;6.0;8.0;10.0;2.0;2.0;35.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;rodada-30.csv
