0;1;2;3;4;5;6;7;8;9
0.2222222222222222;0.12545454545454543;0.23465703971119134;0.13002364066193856;1.0;0.0;0.6518987341772152;0.47354497354497355;0.15091678420310298;0.24632952691680263
0.8271604938271605;0.10727272727272727;0.5631768953068592;0.25531914893617025;0.25925925925925924;1.0;0.18670886075949367;0.3148148148148148;0.9999999999999999;1.0
0.3292181069958848;0.07999999999999999;0.4223826714801444;0.24822695035460995;0.7645502645502644;0.09787928221859707;0.16772151898734178;0.19576719576719576;0.08039492242595203;0.11256117455138664
0.0;1.0;0.13357400722021662;0.37352245862884165;0.04497354497354497;0.1712887438825449;0.09177215189873418;0.0;0.012693935119887164;0.2104404567699837
1.0;0.2818181818181818;0.4151624548736462;0.36643026004728135;0.15079365079365079;0.7960848287112562;0.3417721518987342;0.4682539682539683;0.17348377997179126;0.02120717781402937
0.48971193415637854;0.08181818181818182;1.0;0.0;0.10317460317460317;0.0;0.0;0.2433862433862434;0.052186177715091674;0.2202283849918434
0.5226337448559671;0.2218181818181818;0.49097472924187724;0.07565011820330969;0.21428571428571427;0.7862969004893966;0.10126582278481013;0.2698412698412699;0.6925246826516219;0.0
0.2633744855967078;0.0;0.0;0.4822695035460993;0.15343915343915343;0.0;0.17721518987341772;0.07407407407407407;0.4583921015514809;0.0
0.44855967078189296;0.16727272727272724;0.3574007220216606;0.2174940898345154;0.06613756613756613;0.5513866231647635;0.2911392405063291;0.0026455026455026315;0.012693935119887164;0.035889070146818934
0.10699588477366254;0.08545454545454545;0.3862815884476535;0.04728132387706856;0.0;0.02610114192495922;0.09177215189873418;0.06878306878306878;0.4118476727785613;0.14518760195758568
0.345679012345679;0.058181818181818175;0.4296028880866426;0.07328605200945627;0.2751322751322751;0.04730831973898859;0.10126582278481013;0.21693121693121695;0.5599435825105782;0.04730831973898859
0.3004115226337448;0.4672727272727273;0.6714801444043321;1.0000000000000002;0.13756613756613756;0.3719412724306689;1.0;0.19312169312169314;0.11988716502115654;0.468189233278956
0.34156378600823045;0.4254545454545454;0.4332129963898917;0.9385342789598109;0.164021164021164;0.33442088091354;0.7025316455696203;0.07407407407407407;0.052186177715091674;0.05709624796084829
0.39094650205761317;0.32727272727272727;0.5667870036101083;0.16548463356973997;0.07936507936507936;0.18270799347471453;0.09177215189873418;0.08465608465608465;0.5909732016925247;0.19575856443719414
0.20987654320987653;0.09454545454545453;0.40794223826714804;0.36643026004728135;0.7566137566137565;0.0;0.4430379746835443;0.1349206349206349;0.012693935119887164;0.0
0.39094650205761317;0.1618181818181818;0.41877256317689526;0.22695035460992913;0.15343915343915343;0.08972267536704732;0.14240506329113925;0.20899470899470898;0.10437235543018335;0.6476345840130507
0.8683127572016461;0.3927272727272727;0.6498194945848376;0.5531914893617021;0.22486772486772486;0.0;0.7151898734177216;1.0;0.0;0.14845024469820556
