0;1;2;3
0.0;0.00492610837438422;0.017738359201773822;0.024979524979524968
0.0;0.0;0.25129342202512933;0.30794430794430794
0.0;0.43349753694581283;0.0073909830007390835;0.0398034398034398
0.4335664335664336;0.0;0.0073909830007390835;0.0398034398034398
0.1043123543123543;0.0722495894909688;0.0;0.015444015444015443
0.14607614607614608;0.022783251231527076;0.0;0.05589680589680587
0.048951048951048945;0.0722495894909688;0.03492239467849222;0.0
0.0;1.0;1.0;1.0
1.0;0.0;0.4722838137472284;0.484029484029484
0.4335664335664336;0.43349753694581283;0.0073909830007390835;0.0398034398034398
0.14607614607614608;0.0722495894909688;0.0;0.015444015444015443
